TELEFONO;OPERADORA;MONTO;ESTABLECIMIENTO;EMPRESA;FECHA_HORA
983741155;Movistar;95.39;SUPERMAXI CHALLUABA;UBER;2024-01-30
987590111;CLARO;588.07;MEGAMAXI QUITO LC 7;PAYPAL;2024-01-27
999551425;Movistar;;;;2024-02-06
997001681;CLARO;;;;2024-01-21
995463129;Movistar;1.87;UBR* PENDING.UBER.C;UBER;2024-01-11
993147544;CLARO;7.10;UB *EATS ECUADOR;UBER;2024-02-03
967700664;CLARO;103.04;TOMMY HILFIGER C C ;FACEBOOK;2024-06-15
987717931;Movistar;80.00; Quicentro;UBER;2024-02-06
986850295;CLARO;146.42;FYBECA;UBER;2024-06-21
990575217;CLARO;1.64;UBER * PENDING;UBER;2024-04-02
989522428;Movistar;103.00;FYBECA;UBER;2024-07-05
998717990;Movistar;88.59;SUPERMAXI AMERICA L;GOOGLE;2024-07-21
986492430;Movistar;50.00;CONS DR FRANCISCO A;ZARA;2024-06-06
991316273;CLARO;105.55;KYWI CARACOL AMBATO;ZARA;2024-03-05
991834825;CLARO;590.00;K KRAAEE;FACEBOOK;2024-03-04
998267646;CNT;;;;2024-03-24
991507019;CNT;197.66;SUPERMAXI EL VERGEL;UBER;2024-04-29
994118911;CLARO;59.99;PAYPAL *2CO.COM;PAYPAL;2024-06-17
960185862;CNT;51.12;FARMACIAS CUXIBAMBA;ZARA;2024-05-15
999942106;Movistar;;;;2024-03-19
987554296;Movistar;8.76;UBR* PENDING.UBER.C;UBER;2024-05-16
998729564;CLARO;50.00;MR.BOOKS TUMBACO;FACEBOOK;2024-01-24
999275420;Movistar;215.00;HIDDEN;LinkedIn;2024-07-01
982792709;CLARO;500.00;FACEBK YFUWGWP8G2;FACEBOOK;2024-05-24
992260617;Movistar;16.55;UB *EATS ECUADOR;UBER;2024-02-07
995415238;CLARO;1.77;UBR* PENDING.UBER.C;UBER;2024-01-10
987171870;CLARO;79.34;LAN INTERNET;LinkedIn;2024-01-28
979201646;Movistar;64.99;SHOES BOX MALL DEL ;FACEBOOK;2024-01-21
995901917;Movistar;158.92;Marathon Sport Quic;ZARA;2024-01-17
999298556;CLARO;95.87;MEGAMAXI LA SCALA 7;CANVA;2024-02-13
984455786;CLARO;242.03;WWW.MADE-IN-CHINA.C;LinkedIn;2024-05-02
998018286;CLARO;384.94;MEGAMAXI MALL LOS A;ZARA;2024-03-13
987974179;Movistar;200.00;TECNOCYCLO CUBE;UBER;2024-05-04
999600044;Movistar;117.30;ALMACENES JUAN ELJU;AMAZON;2024-01-05
983900311;CLARO;8896.87;METROCAR TUMBACO VE;AMAZON;2024-06-13
995423059;CLARO;;;;2024-01-17
999781746;Movistar;133.60;HIPERMARKET 6 DE DI;LinkedIn;2024-03-11
997071240;Movistar;123.70;SUPERMAXI TUMBACO;UBER;2024-07-18
992276762;Movistar;;;;2024-02-20
994069125;CLARO;453.41;SUPERMAXI CIUDAD CO;UBER;2024-06-24
983062750;Movistar;68.52;MI COMISARIATO GARZ;MICROSOFT;2024-03-06
963686942;Movistar;9.82;UB *EATS ECUADOR;UBER;2024-04-07
997130898;Movistar;;;;2024-03-29
979051465;CLARO;90.00;MOTO LAN PERU CORPO;LinkedIn;2024-08-01
995098872;Movistar;;;;2024-02-21
989583518;Movistar;121.20;MEGA KYWI MANTA;CANVA;2024-03-10
999213616;CLARO;274.24;IATA LATAM AIRLINES;AIRBNB;2024-04-10
999511681;CLARO;;;;2024-05-10
987224522;CLARO;103.77;MEGAMAXI SAN LUIS L;GOOGLE;2024-07-19
963102933;Movistar;50.00; Villaflora;ZARA;2024-06-17
997175401;CLARO;140.32;EXPLORER;APPLE;2024-01-06
995821273;CLARO;50.00; Norte;ADOBE;2024-06-09
981211993;CLARO;300.00; Mall del Sur  ;UBER;2024-01-27
994846358;Movistar;9.34;UBER *TRIP;UBER;2024-08-24
988460640;CLARO;1007.60;HOTEL HOLIDAY INN P;PAYPAL;2024-08-26
998463939;Movistar;808.22;MEGAMAXI QUITO LC 7;PAYPAL;2024-07-31
996006353;CNT;83.72;MEGAMAXI SAN LUIS;STARPLUS;2024-08-26
999061071;CNT;5060.05;CENTRO OPTICO INDUL;LinkedIn;2024-01-25
991404784;Movistar;;;;2024-03-23
993998696;CLARO;;;;2024-02-16
988705489;CLARO;;;;2024-02-23
992702008;Movistar;3.16;UBER * PENDING;UBER;2024-02-19
993998696;CLARO;193.11;LATAM AIRLINES ECUA;AIRBNB;2024-06-11
992576234;CLARO;91.58;HIPERMARKET MITAD D;ADOBE;2024-05-12
993893694;CLARO;78.04;BEST DOCTORS EXT;NETFLIX;2024-02-19
994103736;Movistar;78.00;CHARLIEMEL S;SHOPIFY;2024-08-06
994435385;CLARO;4032.00;INMOALIANZA;CANVA;2024-02-20
993533737;CNT;81.38;EL CID VACATIONS CL;ADOBE;2024-06-10
998291523;Movistar;9.42;UB *EATS ECUADOR;UBER;2024-02-25
998741442;Movistar;9.12;UBR* PENDING.UBER.C;UBER;2024-04-23
999298556;CLARO;60.00;MEGAMAXI LA SCALA 7;CANVA;2024-03-20
998003334;Movistar;130.00;DSW WINDSOR SQUARE;UBER;2024-04-12
963082878;Movistar;257.04;MUNICIPIO DE QUITO ;ADOBE;2024-07-10
980794761;CLARO;192.19;GRAN AKI SANTO DOMI;AIRBNB;2024-08-13
999156180;Movistar;98.24;MEGAMAXI EL CONDADO;ADOBE;2024-06-29
982408464;CNT;1000.00;Rotanuncio;HOSTGATOR;2024-04-29
998000087;Movistar;109.89;SUPERMAX REAL AUDIE;UBER;2024-04-01
987935938;CLARO;600.00;SUPERMAXI BICENTENA;UBER;2024-01-16
999782320;Movistar;58.58;HOSVETUSFQ;STARPLUS;2024-03-02
958881300;CLARO;60.00;MORFO;MICROSOFT;2024-03-15
990493723;CLARO;198.00;CEVALLOS 1970;CANVA;2024-06-05
987598687;Movistar;8.96;UBER * PENDING;UBER;2024-01-02
995782844;CLARO;59.99;AMZN Mktp US;STARPLUS;2024-02-09
998982424;Movistar;290.00; Sucursal Ibarr;UBER;2024-08-12
987294234;CLARO;70.80;KYWI SAMBORONDON;AMAZON;2024-05-16
983675035;CLARO;4.65;UBER *TRIP;UBER;2024-07-05
999634521;CLARO;;;;2024-03-06
999170262;CLARO;95.96;SUPER EXITO PORTOVI;UBER;2024-02-17
984703785;Movistar;127.97;MUNICIPIO DE AMBATO;AMAZON;2024-05-20
987294234;CLARO;;;;2024-08-25
998321482;Movistar;705.60;VALLEJO ARAUJO S.A.;ZARA;2024-02-06
998684776;Movistar;;;;2024-07-06
998684776;Movistar;227.91;MEGAMAXI LA SCALA 7;CANVA;2024-04-16
987308851;CLARO;14.99;PAYPAL *STARPLUS;PAYPAL;2024-08-01
998744974;CLARO;8.53;UBER *TRIP;UBER;2024-01-13
995686153;Movistar;532.41;NEUROELECTRICS CORP;HOSTGATOR;2024-03-10
999824603;Movistar;293.53;KAO SPORT CENTER;Spotify;2024-06-21
988442892;CLARO;95.85;IMPORTADORA EL REY;ADOBE;2024-02-03
998520705;Movistar;;;;2024-02-16
986178727;CLARO;93.15;MEGAMAXI MALL DEL S;SHOPIFY;2024-06-06
984356137;CLARO;1.95;UBER * PENDING;UBER;2024-05-05
994039189;CLARO;131.85;FERRISARIATO CEIBOS;ZARA;2024-05-18
992581347;Movistar;;;;2024-07-17
996100892;CLARO;;;;2024-05-28
986524613;CLARO;5.07;UBER * PENDING;UBER;2024-06-30
987622437;Movistar;1.88;UBR* PENDING.UBER.C;UBER;2024-07-25
969044674;CNT;14.23;UBER *TRIP;UBER;2024-08-04
990658367;CLARO;9.97;UBR* PENDING.UBER.C;UBER;2024-02-19
962518145;Movistar;216.69;TACA WEB USA PA VI;PAYPAL;2024-04-15
998217671;Movistar;191.01;PYCCA SAN LUIS;STARPLUS;2024-02-16
997567424;CLARO;78.08;SUPERMAXI CIUDAD CE;FACEBOOK;2024-01-02
995601983;Movistar;;;;2024-03-12
978734138;CLARO;66.00;LIZ SERRANO FOTOGRA;LinkedIn;2024-01-28
995959938;Movistar;87.19;HERBALIFE PMZ;AMAZON;2024-08-20
968293812;Movistar;4.32;UBR* PENDING.UBER.C;UBER;2024-08-20
967406643;CLARO;500.00; Libertad;UBER;2024-08-15
995695470;Movistar;259.18;COPA;PAYPAL;2024-04-29
999404151;Movistar;122.15;HM;AMAZON;2024-06-10
964240391;Movistar;59.59;SUPER AKI ARIZAGA L;GOOGLE;2024-01-22
999827276;Movistar;202.24;MEGAMAXI LA SCALA 7;CANVA;2024-05-21
997132210;Movistar;;;;2024-06-23
998976404;Movistar;53.46;JUGUETON PORTAL LC ;PAYPAL;2024-03-30
999402363;CLARO;58.00;L'OCCITANE SAN MARI;STARPLUS;2024-08-13
984450238;CLARO;5300.00;ECUAWAGEN VEHICULOS;CANVA;2024-06-26
980747104;Movistar;2.09;UBR* PENDING.UBER.C;UBER;2024-08-06
983318973;CLARO;;;;2024-02-08
984272644;CNT;1525.68;Iberia;UBER;2024-07-12
984028133;CLARO;;;;2024-01-09
983276066;Movistar;119.94;EL GENUINO;ADOBE;2024-02-14
998012203;CLARO;147.38;MACYS CITRUS PARK;STARPLUS;2024-03-22
995055357;Movistar;100.00; Mall de los an;CANVA;2024-07-13
999957160;Movistar;;;;2024-06-24
999450760;CLARO;176.50;SUPERTICKETS PGX;UBER;2024-02-17
999157625;CLARO;452.99;PHARMA DELIVERY;ZARA;2024-07-27
999925092;Movistar;698.35;Parts Unlimited-Dra;GODADDY;2024-07-04
998000662;Movistar;3979.92;CAJAS UNIVERSIDAD S;SHOPIFY;2024-05-18
961230502;CLARO;161.89;JUGUETON LOS ALMEND;MICROSOFT;2024-03-25
987597623;CLARO;2.12;UBR* PENDING.UBER.C;UBER;2024-01-31
984493029;Movistar;6.25;UBR* PENDING.UBER.C;UBER;2024-02-08
983006615;Movistar;83.08;VET IQ;NETFLIX;2024-07-03
990575217;CLARO;2.18;UBER * PENDING;UBER;2024-01-22
998112173;CLARO;92.81;Marathon Sport Scal;ZARA;2024-07-21
998790477;Movistar;8.64;UBR* PENDING.UBER.C;UBER;2024-05-14
986403733;CLARO;354.60;AVIANCA IATA;ZARA;2024-05-03
999033997;CLARO;746.95;FUNDACION WILLIAM S;SHOPIFY;2024-05-11
992791272;CLARO;;;;2024-04-27
983050414;CLARO;85.23;IMPORTADORA CUMPLEA;ADOBE;2024-06-19
983574456;Movistar;;;;2024-01-24
984808217;Movistar;339.83;SERVICIOS DE EDUCAC;ADOBE;2024-04-05
982452241;CLARO;3.13;UBER *TRIP;UBER;2024-04-05
997854997;CLARO;138.86;MINI 50 DURAN LOS H;SHOPIFY;2024-03-19
994827004;Movistar;120.00;Society for Psychot;HOSTGATOR;2024-02-09
959568130;CLARO;128.51;MEGAMAXI VILLAGE Lc;PAYPAL;2024-07-22
998684776;Movistar;100.00;MEGAMAXI LA SCALA 7;CANVA;2024-07-21
989403807;CLARO;275.00;OD LADY CARRENO ODO;GODADDY;2024-01-19
998684776;Movistar;;;;2024-03-18
991259329;CLARO;101.88;ANDRES BORBOR;ADOBE;2024-05-10
998908888;CLARO;;;;2024-07-17
981960977;CLARO;;;;2024-07-26
992737766;CLARO;11.79;UBER * PENDING;UBER;2024-04-18
994503040;Movistar;270.62;MI COMISARIATO LA P;PAYPAL;2024-03-07
998341968;CLARO;189.94;SUPERMAXI BOSQUE LC;UBER;2024-04-28
999802704;Movistar;148.00;CASSOLETTE PMZ;AMAZON;2024-05-30
999512545;CLARO;217.56;SUPERMAXI EL BATAN ;UBER;2024-03-19
999836114;CLARO;6.04;UBR* PENDING.UBER.C;UBER;2024-08-03
982290019;Movistar;5.24;UBER *TRIP;UBER;2024-04-07
994977935;CLARO;;;;2024-01-03
999721393;Movistar;180.00;MIYA RECUERDOS;UBER;2024-02-18
987227959;Movistar;56.69;SOLCA MANABI DE POR;HOSTGATOR;2024-02-20
998225352;Movistar;207.68;SUPERMAXI PLAZA NOR;UBER;2024-05-26
992749864;CNT;161.52;LATAM AIRLINES ECUA;AIRBNB;2024-06-10
997148401;CLARO;6.33;UBR* PENDING.UBER.C;UBER;2024-04-16
982968673;CLARO;310.00;MUNDO CELL;FACEBOOK;2024-04-12
989123750;CLARO;185.00;GDIT USEMBASSY MRVF;GITHUB;2024-02-10
994618738;Movistar;149.49;SERVIENTREGA INT;LinkedIn;2024-02-22
968251721;CLARO;194.96;LA MIA BOTTEGA BY D;ADOBE;2024-08-05
994835623;CLARO;1019.52;PAYPAL *FACEBOOK;PAYPAL;2024-01-03
997229482;CLARO;96.24;MEGAMAXI LA SCALA 7;CANVA;2024-08-14
981999160;CLARO;55.65;SUPERMAXI PLAZA NOR;UBER;2024-02-08
992316507;CLARO;6.12;UBR* PENDING.UBER.C;UBER;2024-01-08
999945086;Movistar;1.88;UBER * PENDING;UBER;2024-04-19
992114528;CLARO;56.50;SIME CUMBAYA;CANVA;2024-07-24
999776378;Movistar;69.52;MI COMISARIATO PEDR;MICROSOFT;2024-06-13
983518675;CLARO;266.26;SUPERMAXI SAN GABRI;UBER;2024-04-13
995433449;Movistar;108.73;TIA S A;ZARA;2024-06-19
987670715;Movistar;428.72;ANELAN S.A.;STARPLUS;2024-03-29
994401570;Movistar;145.92;SUPERSALDOS TERMINA;UBER;2024-07-31
969703686;CLARO;166.18;LAN INTERNET;LinkedIn;2024-08-16
995091278;Movistar;;;;2024-05-05
983477591;Movistar;153.72;LATAM AIRLINES ECUA;AIRBNB;2024-01-04
969209823;CLARO;330.51;TBL Orlando;NETFLIX;2024-02-29
994251480;CLARO;300.00; Loja;GODADDY;2024-02-04
980202923;CLARO;;;;2024-06-13
998215707;CLARO;18.46;UB *EATS ECUADOR;UBER;2024-01-06
987094003;Movistar;2.28;UBR* PENDING.UBER.C;UBER;2024-03-07
984255127;Movistar;300.00;GIOVANNI BOJANINI;AIRBNB;2024-07-25
999086144;Movistar;74.40;DIFARE PMZ;AMAZON;2024-01-31
969055208;Movistar;136.65;MEGAMAXI LA SCALA 7;CANVA;2024-07-12
984711437;CLARO;165.92;JUGUETON MALL DEL S;SHOPIFY;2024-03-28
999579896;Movistar;201.60;SZK DEL ECUADOR S A;ZARA;2024-07-04
958603479;CLARO;6.40;UBER *TRIP;UBER;2024-06-10
967701066;CLARO;52.97;PYCCA POLICENTRO;PAYPAL;2024-08-12
997490661;CLARO;1192.00;KLM PVA IATA;PAYPAL;2024-04-09
987020833;Movistar;204.35;ALMACENES ESPINOZA;AMAZON;2024-06-15
967881656;CLARO;690.00;DENTAL ALARCON;AMAZON;2024-05-16
999721867;Movistar;90.00;COLEGIO DE ABOGADOS;ADOBE;2024-04-13
995479569;Movistar;39.95;Wolt Wolt;GOOGLE;2024-08-20
995533952;Movistar;1.76;UBER * PENDING;UBER;2024-01-25
994492213;CLARO;22.99;PLAYSTATION NETWORK;AIRBNB;2024-08-08
997841212;CLARO;68.00;ESTEFI WRIGHT;NETFLIX;2024-03-31
995024340;Movistar;3471.54;NEXUMCORP CDLA IETE;LinkedIn;2024-01-18
987387217;Movistar;96.13;DOUGH S A S;ZARA;2024-04-20
994480223;CLARO;;;;2024-04-27
985925636;CLARO;4526.46;BMI IGUALAS MEDICAS;MICROSOFT;2024-08-18
998573281;Movistar;54.29;FANTASIAS VERA DIVE;CANVA;2024-05-06
939480119;CNT;65.41;SUPERMAXI DON BOSCO;UBER;2024-04-11
984777876;Movistar;75.17;The Athletes Condad;GODADDY;2024-05-31
987678278;Movistar;;;;2024-07-21
999491311;CLARO;113.98;HIPERMARKET 6 DE DI;LinkedIn;2024-07-07
995024340;Movistar;;;;2024-05-03
982344329;CNT;77.53;SUPERMAXI QUICENTRO;UBER;2024-04-06
996206764;CLARO;252.56;PSYCHO BUNNY QUICEN;SHOPIFY;2024-07-09
993176281;CLARO;3.02;UBER * PENDING;UBER;2024-06-11
992677047;Movistar;9.94;UBR* PENDING.UBER.C;UBER;2024-05-23
993819533;CLARO;123.56;Tommy Hilfiger;UBER;2024-06-07
998148384;Movistar;278.28;TIPTI 1 PP;APPLE;2024-02-10
998463200;Movistar;138.11;Antonio Pino Ycaza;CANVA;2024-03-01
994453768;Movistar;97.98;FARMASHOP;ZARA;2024-01-19
981401071;CNT;118.29;Marathon Sport Lata;ZARA;2024-08-10
992956312;CLARO;88.40;FRAGANCIAS EL BOSQU;ADOBE;2024-08-29
994544363;CLARO;262.85;SUPERMAXI TUMBACO L;GOOGLE;2024-03-04
998393984;Movistar;212.68;SUPERSALDOS 6 DE DI;LinkedIn;2024-04-14
969613047;CLARO;310.55;MEGAMETALES SA;APPLE;2024-04-11
983222599;CLARO;60.96;TIA S A;ZARA;2024-08-19
987209718;Movistar;80.83;Nestle Brasil LTDA.;NETFLIX;2024-07-22
979148333;Movistar;10.94;UB *EATS ECUADOR;UBER;2024-07-17
999011655;CLARO;62.73;SUPERMAXI ELOY ALFA;UBER;2024-01-30
999890420;CLARO;63.75;NUEVO SAMBORONDON;AMAZON;2024-05-25
999231900;Movistar;105.35;MEGAMAXI EL CONDADO;ADOBE;2024-05-01
997240791;CLARO;918.31;ORIENTE SEGUROS;UBER;2024-02-11
992324305;CLARO;;;;2024-07-20
980928210;CLARO;1685.20;SPIRIT AIR ONLINE S;AIRBNB;2024-06-30
995762055;CLARO;100.00;FACEBK *8Z34EX3VF2;FACEBOOK;2024-02-15
994905122;CLARO;;;;2024-08-01
987593685;CLARO;1.89;UBR* PENDING.UBER.C;UBER;2024-03-25
983653308;CLARO;;;;2024-01-29
999841940;Movistar;112.50;SHAWARMA HOT;ZARA;2024-07-21
999246305;Movistar;161.89;AKI MACHACHI 169;AIRBNB;2024-04-28
999462355;CLARO;788.64;PURIFICACION GARCIA;ZARA;2024-08-19
988969736;CLARO;863.69;CREDITOS ECON CREDI;LinkedIn;2024-07-10
992739001;CLARO;70.45;MUNICIPIO DE QUITO ;ADOBE;2024-05-02
998000583;CLARO;135.97;QUIMODA S A BERSKHA;ZARA;2024-02-18
993167322;CLARO;93.12;ALESSA S A;ZARA;2024-03-10
987239120;Movistar;82.06;HIPER VIA A LA COST;ZARA;2024-08-06
979732818;CLARO;;;;2024-05-10
967718050;CLARO;58.83;MEGAMAXI CITY MALL ;ZARA;2024-07-29
992612653;Movistar;;;;2024-07-01
984577519;Movistar;;;;2024-07-29
994200967;CLARO;;;;2024-03-21
968293812;Movistar;4.76;UBR* PENDING.UBER.C;UBER;2024-06-27
939813202;CLARO;81.09;Sukasa Gye Local 95;GOOGLE;2024-07-10
980556898;CLARO;52.13;GRAN AKI LOJA LC 45;PAYPAL;2024-05-29
983108091;CLARO;119.05;SWAROVSKI SCALA SHO;SHOPIFY;2024-08-09
999047551;Movistar;134.86;SUPERMAXI BICENTENA;UBER;2024-07-05
992740304;CLARO;;;;2024-05-28
961364252;CNT;;;;2024-03-29
981301050;CLARO;508.66;LAGUARDA;ZARA;2024-01-17
995377512;Movistar;194.98;MEGAMAXI SAN LUIS L;GOOGLE;2024-05-09
981102312;CLARO;152.32;CALVIN KLEIN SAN MA;AMAZON;2024-05-26
980886363;CLARO;239.20;ILUSTRE MUNICIPIO D;ADOBE;2024-05-06
996392693;CLARO;71.22;E S LANDETRANS;UBER;2024-05-20
986368669;CLARO;204.00;SAM S PELUQUERIA Y ;PAYPAL;2024-07-06
984326921;Movistar;70.80;DIFARE S A;ZARA;2024-02-18
989772936;CLARO;505.75;G Y G HOTELES;GOOGLE;2024-08-19
996312677;CNT;;;;2024-04-21
999845700;Movistar;60.92;CORAL CARAPUNGO;ZARA;2024-01-06
997324949;Movistar;51.29;PAG*TaxiRicaSCS;ZARA;2024-04-25
998929323;Movistar;3.26;UBER * PENDING;UBER;2024-04-29
994353067;Movistar;;;;2024-01-31
994353067;Movistar;231.92;COMERCIAL CANO LAST;CANVA;2024-05-17
999663621;CLARO;72.00;MAC SCALA;AMAZON;2024-04-23
988122875;CLARO;458.02;PINTULAC;GITHUB;2024-08-27
985942496;CLARO;97.98;CROCS SEMPER S A;ZARA;2024-08-23
992887684;CLARO;2.03;UBER * PENDING;UBER;2024-07-06
992828723;Movistar;1044.93;PAYPAL *VAYMSOCIEDA;PAYPAL;2024-06-20
984015180;CLARO;60.46;DIFARE S A;ZARA;2024-05-10
963244462;Movistar;400.00; San Marino;STARPLUS;2024-05-15
980498891;CLARO;;;;2024-06-09
988373405;CLARO;4.13;UBR* PENDING.UBER.C;UBER;2024-08-29
997228176;CNT;631.72;CENTRO EDUCATIVO LA;CANVA;2024-08-28
992799988;Movistar;58.15;HIPERMARKET 6 DE DI;LinkedIn;2024-01-22
999231006;Movistar;57.07;BON BONITE ANDINO;AMAZON;2024-08-04
999956841;CNT;183.92;SUPERMAXI ATAHUALPA;UBER;2024-07-28
969538193;CLARO;100.00;EXCLUSIVIDADES DALI;ADOBE;2024-03-17
999280043;Movistar;775.91;MEGA KYWI MANTA;CANVA;2024-08-28
979312084;Movistar;200.00; Super Aki Guam;UBER;2024-05-29
983253392;Movistar;;;;2024-05-20
995312358;Movistar;75.51;SUPER SANTAMARIA IN;LinkedIn;2024-01-17
995024854;CLARO;10000.00;GRUPO PIAGGIO LA CU;ZARA;2024-05-01
984439146;Movistar;57.99;HIPER RIOBAMBA;ZARA;2024-05-08
999376942;CLARO;219.12;DIPASO 9 DE OCTUBRE;UBER;2024-08-06
998126827;Movistar;50.54;JUGUETON MALL EL SO;MICROSOFT;2024-07-26
993826036;CLARO;3109.50;CAROLINA HERRERA;CANVA;2024-05-25
999962063;Movistar;84.00;MEDICITY QUITO LA P;PAYPAL;2024-05-09
994154259;CNT;1.00;UBER *TRIP;UBER;2024-07-16
991921549;Movistar;160.14;VEERMODA S A PULL A;ZARA;2024-07-26
939112159;Movistar;76.10;ALMACEN D TODO;ADOBE;2024-03-14
999444761;CLARO;74.27;SUPERMAXI BOSQUE LC;UBER;2024-04-05
991613776;CLARO;10.03;UB *EATS ECUADOR;UBER;2024-06-13
999910156;Movistar;3.84;UBER * PENDING;UBER;2024-07-25
987775109;Movistar;70.00; Quicentro Sur;UBER;2024-01-31
985269243;CLARO;147.98;PAYLESS SHOES EL RE;PAYPAL;2024-05-23
989759960;CLARO;115.02;Hiper AlbAn Borja L;GOOGLE;2024-01-08
992037037;CLARO;76.53;WM SUPERCENTER #203;UBER;2024-04-17
999660205;CLARO;7.39;UBER * PENDING;UBER;2024-02-05
996453713;Movistar;5.00;UBER *TRIP;UBER;2024-07-17
984883762;CLARO;;;;2024-01-07
978794147;Movistar;;;;2024-05-15
984510487;Movistar;196.44;MEGAMAXI LA SCALA 7;CANVA;2024-07-04
978794147;Movistar;109.66;ALESSA S A;ZARA;2024-03-12
984881237;CLARO;116.58;MEGAMAXI VILLAGE;ZARA;2024-02-02
998886619;Movistar;116.09;COMERCIALIZADORA CO;ADOBE;2024-04-18
993176194;CLARO;850.90;CSC* IBEROSTAR THE;UBER;2024-03-07
994549807;Movistar;331.20;BUEN PLAN P2P;APPLE;2024-02-12
983253392;Movistar;;;;2024-04-28
959590957;CLARO;52.22;ALMACEN GERARDO ORT;AMAZON;2024-03-24
995119500;CLARO;96.07;MEGAMAXI EL RECREO ;ADOBE;2024-07-29
987066505;Movistar;85.00;GALILEA BOUTIQUE;UBER;2024-08-01
995415968;CLARO;18.28;UB *EATS ECUADOR;UBER;2024-08-20
958880932;CLARO;71.33;A I INTERNATIONAL T;ZARA;2024-03-30
992718309;CNT;51.99;ALL MEDIC;PAYPAL;2024-08-28
988636794;CLARO;62.68;SUPERMAXI TUMBACO L;GOOGLE;2024-01-08
993034357;CLARO;61.49;HILTON COLON BACK U;UBER;2024-01-05
985934703;CLARO;;;;2024-06-14
983318384;CLARO;;;;2024-01-26
999004397;Movistar;136.05;HOPPER *TRAVEL;APPLE;2024-07-08
987409822;Movistar;60.18;ALP*Ctrip;APPLE;2024-03-09
999076483;Movistar;61.79;HIPER RIOBAMBA;ZARA;2024-07-23
997671532;Movistar;;;;2024-01-23
994493913;Movistar;61.28;FYBECA;UBER;2024-02-29
981612843;CLARO;64.16;PASTICCERIA CHOCOLA;GOOGLE;2024-06-28
997671532;Movistar;66.39;MEGAMAXI LOS CEIBOS;MICROSOFT;2024-04-09
983253392;Movistar;;;;2024-05-09
995370365;CLARO;446.04;PAYPAL *FACEBOOK;PAYPAL;2024-07-16
999739332;Movistar;79.18;QUIMODA S A BERSKHA;ZARA;2024-01-04
990474777;CLARO;203.20;JUGUETON SAN LUIS L;GOOGLE;2024-08-03
969563966;CLARO;541.52;COMERCIAL PIN BAZUR;LinkedIn;2024-06-09
939898860;CLARO;121.00;CABEZAS BROLLEY Y A;ZARA;2024-05-08
992918012;Movistar;5.31;UBER * PENDING;UBER;2024-03-31
984016021;Movistar;112.99;SUPERMAXI 12 DE OCT;UBER;2024-05-15
998328885;CLARO;60.00; Centro Ambato;AMAZON;2024-01-24
987314036;CLARO;2.96;UBER *TRIP;UBER;2024-07-25
996100083;CNT;62.37;HIPER VALLE DE LOS ;MICROSOFT;2024-01-19
986083916;CLARO;56.80;KOAJ QUEVEDO;UBER;2024-07-10
987735147;Movistar;60.00; Mall del Norte;ADOBE;2024-05-23
998171080;Movistar;;;;2024-04-01
980769513;CLARO;510.00;MAXXICOMPU;ZOOM;2024-01-01
997371888;Movistar;55.88;TIPTI1 PMZ;AMAZON;2024-01-05
984326541;CLARO;1.83;UBR* PENDING.UBER.C;UBER;2024-05-27
995452271;Movistar;7.75;UBER *TRIP;UBER;2024-01-08
987165941;Movistar;205.57;IESS ROTATIVO WEB V;CANVA;2024-01-08
985749963;CLARO;190.00; Plaza Batan ;AMAZON;2024-03-18
963914070;Movistar;2.84;UBR* PENDING.UBER.C;UBER;2024-02-07
989302823;CLARO;180.00; Azogues;UBER;2024-02-15
991356213;CLARO;64.35;LA CASA DE LA ECONO;CANVA;2024-04-14
992923554;CNT;199.00;SWISSOTEL;MICROSOFT;2024-06-22
992906033;CLARO;69.25;EMPRESA ELECTRIC CE;FACEBOOK;2024-04-17
981970299;CLARO;101.08;COMERCIAL KYWI 4;UBER;2024-04-21
991785102;CLARO;367.00;DREAMS BOHO STYLE;FACEBOOK;2024-08-29
984409463;CLARO;250.39;TIPTI 1 PP;APPLE;2024-03-26
987360163;Movistar;3.63;UBR* PENDING.UBER.C;UBER;2024-04-08
984059836;Movistar;;;;2024-06-12
958741913;Movistar;219.83;TIPTI 1 PP;APPLE;2024-07-10
995845443;Movistar;69.80;TIA S A;ZARA;2024-08-04
992810033;CLARO;75.98;MACROMODA S A ZARA;ZARA;2024-03-15
984015799;CLARO;119.65;MEGAMAXI EL CONDADO;ADOBE;2024-07-12
995078322;Movistar;;;;2024-03-08
997613095;CLARO;59.71;HIPERMARKET 6 DE DI;LinkedIn;2024-08-13
983948231;Movistar;400.00; Super Aki Guam;UBER;2024-06-01
958978580;CLARO;200.00;PayPhone;PAYPAL;2024-04-18
969403055;CLARO;;;;2024-05-17
983373839;CLARO;82.31;MEGAMAXI LA SCALA 7;CANVA;2024-05-16
997613095;CLARO;;;;2024-01-23
987578687;Movistar;110.00; El Inca;ADOBE;2024-02-10
991709059;CLARO;;;;2024-08-24
993560526;CLARO;15.10;UBR* PENDING.UBER.C;UBER;2024-02-10
994386071;CLARO;4.22;UBR* PENDING.UBER.C;UBER;2024-04-13
997707072;Movistar;1.00;GOOGLE *TEMPORARY H;GOOGLE;2024-06-30
962897833;Movistar;82.60;THECHILDRENSPLACE.C;APPLE;2024-02-04
999272226;CLARO;838.41;BKG*Hotel at Bookin;HOSTGATOR;2024-05-07
984902672;CLARO;53.63;UB *EATS ECUADOR;UBER;2024-07-24
997822478;CLARO;;;;2024-08-02
996384151;CNT;50.00;DEPILASER ALBORADA;ZARA;2024-08-03
