TELEFONO;OPERADORA;MONTO;ESTABLECIMIENTO;EMPRESA;FECHA_HORA
983512105;Movistar;1929.90;AVIANCA IATA;ZARA;17/2/2024
999550200;CLARO;440.00;MI COMISARIATO LA P;PAYPAL;21/1/2024
982020033;CNT;;;;3/2/2024
983581451;CLARO;;;;23/2/2024
992426123;CNT;371.77;EMP DURINI IND MADE;ADOBE;9/7/2024
967858249;CLARO;407.14;BMI SERVICES INC;MICROSOFT;3/4/2024
983513527;Movistar;16.95;APPLE.COM BILL;APPLE;22/4/2024
996179494;CLARO;0.02;UBER * PENDING;UBER;23/2/2024
985634862;CLARO;1.87;UBR* PENDING.UBER.C;UBER;7/5/2024
995571488;Movistar;2.28;UBR* PENDING.UBER.C;UBER;30/5/2024
967790362;Movistar;70.14;DNH*GODADDY.COM;GODADDY;16/5/2024
968119353;CLARO;262.47;COMISARIATO EL EMPA;ZARA;4/7/2024
995861729;Movistar;8.54;UBER * PENDING;UBER;28/8/2024
995508047;Movistar;46.60;PAYPAL *EBAY US;PAYPAL;7/5/2024
983842752;CLARO;9.99;APPLE.COM/BILL;APPLE;11/5/2024
994286506;CNT;10.99;NETFLIX.COM;NETFLIX;1/5/2024
939017078;CLARO;4.99;NETFLIX.COM;NETFLIX;11/1/2024
985440523;CLARO;7.99;NETFLIX.COM;NETFLIX;11/3/2024
985385738;CLARO;52.90;AMZN Mktp US;STARPLUS;16/2/2024
960188900;CNT;150.00; Mall del Sur  ;UBER;24/4/2024
984403666;CNT;70.00;AVIANCA COM;MICROSOFT;1/3/2024
991389695;CLARO;75.00;FACEBK 8RX3AX3RX2;FACEBOOK;21/5/2024
995816224;CNT;14.99;PAYPAL *STARPLUS;PAYPAL;19/5/2024
979659523;CLARO;6.49;Spotify P27FB442E7;Spotify;9/4/2024
960348957;CLARO;398.52;MOTRAC S A;ZARA;18/5/2024
985713926;CLARO;252.71;FERREARMIJOS;UBER;16/6/2024
997010542;CLARO;132.42;SOLCA;MICROSOFT;3/3/2024
999405734;CLARO;66.34;CNEL EP UNIDAD GUAY;ADOBE;22/5/2024
985328835;CLARO;73.22;E S NEXUS;UBER;25/3/2024
998217792;CLARO;;;;12/1/2024
979127876;Movistar;6.14;UBR* PENDING.UBER.C;UBER;18/4/2024
994101889;CLARO;4.81;UBER *TRIP;UBER;15/7/2024
984432247;Movistar;2.79;UBER * PENDING;UBER;3/3/2024
961127317;Movistar;60.97;DUANE READE #14486;ADOBE;31/1/2024
959065092;CLARO;50.23;ESTACION DE SERVICI;ADOBE;24/4/2024
959662906;Movistar;426.40;Bar?a Academy Camps;ZARA;22/2/2024
993791846;CLARO;2.99;APPLE.COM/BILL;APPLE;14/1/2024
990314638;CNT;7.99;Spotify P27FB44DEC;Spotify;2/4/2024
987106277;CLARO;32.76;PAYPAL *REBUSFARMGM;PAYPAL;2/8/2024
999021435;Movistar;4.99;APPLE.COM/BILL;APPLE;6/5/2024
988090695;CLARO;17.03;UBER * PENDING;UBER;4/2/2024
958754435;Movistar;86.64;AMZN Mktp US;STARPLUS;27/2/2024
996031883;CLARO;52.75;FAIRISLITORAL C.A.;CANVA;14/5/2024
979019727;Movistar;130.00;RECEPCIONES JIMENEZ;LinkedIn;21/6/2024
992991443;Movistar;2.83;UBER *TRIP;UBER;14/3/2024
990945079;CLARO;13.06;UB *EATS ECUADOR;UBER;5/5/2024
998494087;CNT;104.14;GEICO *AUTO;HOSTGATOR;3/6/2024
992748457;Movistar;278.66;EMP DURINI IND MADE;ADOBE;20/8/2024
998033470;Movistar;60.00;DIFARE S A;ZARA;2/3/2024
993179805;Movistar;92.95;AMAZON* 204-1620652;AMAZON;15/6/2024
999489362;CLARO;18.13;UB *EATS ECUADOR;UBER;4/7/2024
990292918;Movistar;2.85;UBER * PENDING;UBER;13/2/2024
983119153;Movistar;89.18;AVIS TOLL;HOSTGATOR;12/4/2024
984439421;Movistar;0.99;APPLE.COM/BILL;APPLE;10/4/2024
988552297;Movistar;105.82;TIPTI 1 PP;APPLE;3/7/2024
968691277;CLARO;827.56;BMI SERVICES INC;MICROSOFT;16/2/2024
982451665;Movistar;3.68;UBER *TRIP;UBER;19/1/2024
993227045;CLARO;77.66;FYBECA;UBER;18/8/2024
998003808;Movistar;2.01;UBER * PENDING;UBER;21/4/2024
984562390;Movistar;13.98;NETFLIX.COM;NETFLIX;29/1/2024
986382928;CLARO;9.99;Spotify P27FB47263;Spotify;28/6/2024
999509298;Movistar;141.74;TIPTI 1 PP;APPLE;17/4/2024
939749151;CLARO;289.85;AVIANCA;CANVA;24/1/2024
995517974;Movistar;300.00; Norte;ADOBE;3/3/2024
999827375;Movistar;59.99;MICROSOFT*STORE;MICROSOFT;9/5/2024
998851630;CLARO;2.51;UBER * PENDING;UBER;6/1/2024
985081353;CLARO;1091.23;MUNICIPIO DE LOJA;ADOBE;16/1/2024
995682452;Movistar;2.01;UBR* PENDING.UBER.C;UBER;29/5/2024
994810257;CLARO;57.70;DIFARE S A;ZARA;2/7/2024
998162603;Movistar;7.99;APPLE.COM BILL;APPLE;12/8/2024
999734154;Movistar;3.81;UBR* PENDING.UBER.C;UBER;11/2/2024
995036693;Movistar;1.79;UBER * PENDING;UBER;6/5/2024
984436307;Movistar;183.48;ALMACENES MONTERO C;FACEBOOK;25/4/2024
983444732;Movistar;700.81;COLEGIO TERRANOVA C;FACEBOOK;13/2/2024
998710472;Movistar;75.00;HOTEL VEUXOR;HOSTGATOR;13/1/2024
992697668;CLARO;1.89;UBER * PENDING;UBER;17/5/2024
999141368;CLARO;7.99;NETFLIX.COM;NETFLIX;15/7/2024
984441224;CLARO;2.99;APPLE.COM/BILL;APPLE;15/2/2024
995872483;Movistar;5.51;UBER *TRIP;UBER;23/7/2024
998794780;CNT;10.99;NETFLIX.COM;NETFLIX;23/1/2024
984503518;Movistar;169.57;Ticketmaster Spain;AIRBNB;16/2/2024
987892336;Movistar;185.00;PAYPAL *SCALAHIGHER;PAYPAL;27/6/2024
988063554;CLARO;170.85;TIPTI1 PMZ;AMAZON;23/4/2024
999003728;CLARO;2099.26;IESS ROTATIVO WEB V;CANVA;7/7/2024
991636340;CLARO;151.39;PINTULAC;GITHUB;1/6/2024
994235096;Movistar;52.87;FARMACIAS CUXIBAMBA;ZARA;20/2/2024
983363361;CLARO;160.57;TITAN EL INCA;ADOBE;14/5/2024
999165386;CLARO;;;;14/4/2024
999747432;CLARO;7.81;UBER * PENDING;UBER;15/4/2024
995115241;Movistar;4.53;UBER *TRIP;UBER;15/1/2024
995517974;Movistar;200.00; Norte;ADOBE;24/3/2024
997846085;CLARO;82.00;Revolut**0467*;STARPLUS;3/4/2024
992058641;Movistar;160.00;ST LIFE;HOSTGATOR;19/2/2024
999560801;CLARO;;;;5/4/2024
999691890;CLARO;128.98;SUPER SANTAMARIA CA;CANVA;22/7/2024
990476181;CLARO;1.92;UBER * PENDING;UBER;11/2/2024
998230949;CLARO;12.43;UBR* PENDING.UBER.C;UBER;19/3/2024
986709303;CLARO;2.99;APPLE.COM/BILL;APPLE;22/1/2024
981228601;CLARO;3.09;UBER * PENDING;UBER;10/6/2024
996010990;CLARO;52.66;TIA S A;ZARA;29/6/2024
998012354;CLARO;189.99;ANETA PTP;Spotify;6/4/2024
999245607;Movistar;60.52;SUPERMAXI CUMBAYA L;GOOGLE;19/1/2024
984662950;Movistar;130.00;ST LIFE;HOSTGATOR;27/7/2024
962541201;Movistar;;;;12/4/2024
993176658;CLARO;;;;27/5/2024
995025537;Movistar;3.08;UBER * PENDING;UBER;20/7/2024
983929898;Movistar;;;;4/7/2024
958843790;Movistar;;;;19/5/2024
987588894;Movistar;74.70;CORTEFIEL;Spotify;1/3/2024
981480590;CLARO;96.29;Amazon.com;AMAZON;6/8/2024
999550200;CLARO;346.44;MI COMISARIATO LA P;PAYPAL;26/2/2024
995006945;Movistar;143.61;TIPTI1 PMZ;AMAZON;14/6/2024
999021435;Movistar;66.99;APPLE.COM/BILL;APPLE;17/4/2024
995152979;Movistar;12.59;GOOGLE *Disney Mobi;GOOGLE;30/7/2024
998718212;Movistar;10.99;NETFLIX.COM;NETFLIX;14/5/2024
983730331;CLARO;5.60;CCBill.com *OnlyFan;ZOOM;8/1/2024
999767777;CLARO;3000.00;PAYPAL *PDRSOLUTION;PAYPAL;28/4/2024
990186864;CLARO;;;;16/2/2024
999213616;CLARO;560.09;IATA LATAM AIRLINES;AIRBNB;2/2/2024
997148675;CLARO;8.86;FACEBK 842GVUPDA2;FACEBOOK;15/3/2024
987021247;CLARO;4.90;UBR* PENDING.UBER.C;UBER;10/1/2024
993831860;CLARO;350.20;IESS ROTATIVO WEB V;CANVA;16/3/2024
989642199;CLARO;0.99;APPLE.COM/BILL;APPLE;22/2/2024
958846346;Movistar;10.99;NETFLIX.COM;NETFLIX;3/4/2024
998571395;Movistar;2.99;APPLE.COM/BILL;APPLE;15/5/2024
987593685;CLARO;2.12;UBER * PENDING;UBER;16/5/2024
998104738;Movistar;;;;6/4/2024
999708310;CLARO;162.45;UKO BREAD CUMBAYA;CANVA;14/4/2024
998706998;Movistar;161.28;DATIL;APPLE;29/7/2024
999522600;CLARO;210.51;BMI SERVICES INC;MICROSOFT;17/7/2024
999259067;Movistar;28.43;UB *EATS ECUADOR;UBER;23/8/2024
996296237;CLARO;5.19;UBER * PENDING;UBER;22/3/2024
984680970;CLARO;1.91;UBR* PENDING.UBER.C;UBER;10/6/2024
999522600;CLARO;408.02;BMI SERVICES INC;MICROSOFT;17/1/2024
994552582;CLARO;109.10;IMPORTADORA TRUJILL;ADOBE;25/2/2024
995661391;Movistar;78.05;LABORATORIO ECUA-AM;AMAZON;14/7/2024
989980937;CLARO;7.59;UBR* PENDING.UBER.C;UBER;5/6/2024
999919192;CLARO;541.97;BMI SERVICES INC;MICROSOFT;27/2/2024
999701080;Movistar;75.16;IN BOND GEMA N 1;AMAZON;26/4/2024
998938239;Movistar;;;;6/2/2024
998801348;Movistar;122.40;BMI SERVICES INC;MICROSOFT;17/7/2024
999975691;CLARO;190.00;GOLDEN VISTA;GOOGLE;15/2/2024
980431646;CLARO;;;;2/4/2024
989731586;CLARO;56.85;EL CAFE DE TERE;ADOBE;11/1/2024
981978773;Movistar;4.68;PAYPAL *STEAM GAMES;PAYPAL;7/4/2024
999088416;CLARO;1.00;UBER *TRIP;UBER;16/4/2024
998512612;Movistar;;;;3/8/2024
962541201;Movistar;;;;24/7/2024
998781001;CLARO;2.99;WIX*Wix.Com, Inc.;MICROSOFT;22/3/2024
989529555;CLARO;200.00; Tumbaco;AMAZON;24/7/2024
978902579;Movistar;4.21;UBR* PENDING.UBER.C;UBER;26/4/2024
992748698;Movistar;10.00;FACEBK *5SBQ6WKF52;FACEBOOK;9/3/2024
991113780;Movistar;1.80;UBER *TRIP;UBER;25/4/2024
995888049;Movistar;173.44;TACA WEB USA PA VI;PAYPAL;27/5/2024
995903389;Movistar;3.65;UBER * PENDING;UBER;4/6/2024
995826004;Movistar;102.00;BMI SERVICES INC;MICROSOFT;11/8/2024
991842826;CLARO;248.46;PMZ HUMANA S A;ZARA;7/5/2024
989934221;CLARO;121.00;GQUIL TENIS CARGOS;MICROSOFT;3/6/2024
989311377;CLARO;200.00; Corpac;ZARA;5/5/2024
997225499;CLARO;100.00;ST LIFE;HOSTGATOR;12/3/2024
979980326;CLARO;403.88;FACEBK *UWFG3X7HX2;FACEBOOK;29/4/2024
939956615;CLARO;10.99;NETFLIX.COM;NETFLIX;15/7/2024
991885646;CLARO;10.99;NETFLIX.COM;NETFLIX;17/4/2024
989854626;Movistar;100.00; Ascazubi;UBER;24/5/2024
984417415;Movistar;;;;2/1/2024
981426616;CLARO;;;;16/6/2024
999564525;CLARO;150.00;ST LIFE;HOSTGATOR;28/7/2024
999894751;CLARO;285.44;WWW RPGUAYAQUIL GOB;ADOBE;1/3/2024
993010279;CLARO;55.92;FARMASOL TOTORACOCH;ZARA;12/3/2024
999894751;CLARO;;;;14/8/2024
984146740;CLARO;95.00;MICROLAB;MICROSOFT;30/1/2024
958926088;Movistar;1.99;GOOGLE *Google Stor;GOOGLE;14/1/2024
982037569;CLARO;15.13;Amazon Prime;AMAZON;13/3/2024
997044049;CLARO;10.99;NETFLIX.COM;NETFLIX;3/5/2024
987080646;Movistar;100.00;PALACE ELITE WEB US;STARPLUS;11/8/2024
997243922;CLARO;72.78;TIPTI 1 PP;APPLE;24/8/2024
989278169;CLARO;6.49;APPLE.COM/BILL;APPLE;12/8/2024
997480169;CLARO;29.99;ADOBE SFTW USD;ADOBE;7/5/2024
987403793;CLARO;193.29;TIPTI 1 PP;APPLE;27/4/2024
992638028;CNT;804.67;COPA IATA PVA;PAYPAL;5/3/2024
988018026;CLARO;563.50;Decokasaecuador;ADOBE;17/6/2024
992514666;Movistar;2.23;UBER * PENDING;UBER;19/1/2024
968649646;CLARO;;;;8/6/2024
968649646;CLARO;;;;4/3/2024
997014508;CLARO;9.99;Spotify P27FB4F7E3;Spotify;31/7/2024
999161587;Movistar;28.00;FACEBK 9BTXWU3U62;FACEBOOK;4/1/2024
999082769;Movistar;0.99;APPLE.COM/BILL;APPLE;6/4/2024
983665887;Movistar;860.27;Ticketmaster Spain;AIRBNB;25/4/2024
999450468;Movistar;224.03;LABMANTA S.A.;STARPLUS;17/5/2024
983078829;Movistar;1000.00;LABORATORIO DENTAL;HOSTGATOR;18/4/2024
996094805;CNT;723.26;eBay O*13-10932-495;FACEBOOK;9/5/2024
998905235;CLARO;55.33;FACEBK *PK8HQU3X92;FACEBOOK;22/1/2024
999725142;CLARO;0.99;APPLE.COM/BILL;APPLE;24/5/2024
984116792;Movistar;240.00;PHISIQUE JARDIN BOT;UBER;28/3/2024
959417183;CLARO;500.00;LOCALIZAR RENT A CA;ZARA;3/7/2024
996984042;Movistar;;;;10/7/2024
996570962;CNT;3.33;UBR* PENDING.UBER.C;UBER;21/7/2024
981075563;CLARO;8.16;UB *EATS ECUADOR;UBER;15/8/2024
999212199;CLARO;85.50;AMZN Mktp US;STARPLUS;14/3/2024
982375249;CLARO;7.99;NETFLIX.COM;NETFLIX;24/2/2024
999000608;Movistar;4400.00;SENAE SAR;AIRBNB;10/2/2024
995888666;Movistar;;;;21/7/2024
999213616;CLARO;563.55;IATA LATAM AIRLINES;AIRBNB;14/1/2024
998394850;Movistar;54.40;ATTENZA DF ECUADOR ;ADOBE;19/8/2024
984186411;Movistar;207.49;BAVARIANAUTO CIA LT;ZARA;29/2/2024
986354655;CLARO;50.00;FACEBK 9UQ52YT7M2;FACEBOOK;11/2/2024
992658894;Movistar;419.21;BEVERLY HILLS DUTY;UBER;24/6/2024
994028124;CLARO;106.26;Ticketmaster Spain;AIRBNB;23/2/2024
995091565;CLARO;1094.84;LICEO JOSE ORTEGA Y;PAYPAL;10/1/2024
990725906;CLARO;9.79;UB *EATS ECUADOR;UBER;16/2/2024
987528293;CLARO;200.00;ST LIFE;HOSTGATOR;14/8/2024
983380867;Movistar;20.34;UB *EATS ECUADOR;UBER;3/2/2024
990627661;Movistar;10.99;NETFLIX.COM;NETFLIX;22/1/2024
999008401;CLARO;55.23;P Y S SUPERSERVICIO;PAYPAL;1/4/2024
991005725;CLARO;297.60;LATAM AIRLINES ECUA;AIRBNB;28/2/2024
995887968;Movistar;1223.12;CAQ ASOC ECUATORIAN;CANVA;2/6/2024
980000204;CLARO;65.76;FERRETERIA SAN FRAN;STARPLUS;23/2/2024
997778865;CLARO;1.28;UBR* PENDING.UBER.C;UBER;12/8/2024
997169123;CLARO;153.48;INTERLAB SA;UBER;2/2/2024
996109331;CLARO;60.00;DR HUGO CAPELO;APPLE;21/5/2024
987097386;Movistar;8.02;UBR* PENDING.UBER.C;UBER;10/3/2024
969954504;CLARO;2.89;UBER *TRIP;UBER;6/3/2024
984633356;Movistar;9.28;UBER *TRIP;UBER;12/3/2024
998230949;CLARO;9.05;UBR* PENDING.UBER.C;UBER;1/1/2024
990622375;CLARO;2.99;APPLE.COM/BILL;APPLE;11/1/2024
987830943;CLARO;4.71;UBR* PENDING.UBER.C;UBER;23/7/2024
991686084;CLARO;576.72;RECONAUTOS;CANVA;1/3/2024
999000608;Movistar;6600.00;SENAE SAR;AIRBNB;2/2/2024
991686084;CLARO;;;;21/2/2024
984363937;Movistar;85.53;MUNICIPALIDAD GUAYA;PAYPAL;8/3/2024
980151725;CLARO;;;;15/5/2024
968792164;CLARO;50.00; Urdesa;UBER;21/1/2024
997417005;CLARO;52.54;KATHE WOHLFAHRT;ZARA;25/8/2024
994253300;CLARO;399.61;AMZN Mktp US;STARPLUS;3/3/2024
988176979;CLARO;;;;30/8/2024
983513798;CLARO;265.78;PAYU*CorpAsturias;ZARA;6/4/2024
999976048;Movistar;1193.15;eBay O*04-10938-745;FACEBOOK;8/5/2024
998761827;Movistar;59.16;IESS ROTATIVO WEB V;CANVA;31/3/2024
988482271;CLARO;107.41;PARTYLOVERS;PAYPAL;20/4/2024
964173411;Movistar;;;;26/1/2024
995887968;Movistar;1323.95;CAQ ASOC ECUATORIAN;CANVA;27/3/2024
997911876;CLARO;79.92;MEGA MARKET SAN JOS;MICROSOFT;18/6/2024
959567600;CLARO;10.99;NETFLIX.COM;NETFLIX;14/1/2024
979001971;Movistar;4.87;UBER * PENDING;UBER;29/4/2024
994794150;CLARO;111.70;URBANIZACION SANTA ;CANVA;4/5/2024
939718253;CLARO;100.00; Primax Challua;CANVA;4/6/2024
979339158;Movistar;;;;13/7/2024
995228782;CLARO;6.76;UBER *TRIP;UBER;23/6/2024
999147971;Movistar;2.99;APPLE.COM/BILL;APPLE;11/6/2024
984724568;CNT;7.16;UBER * PENDING;UBER;14/4/2024
987879853;Movistar;2.00;FACEBK *ADS;FACEBOOK;21/8/2024
996295660;Movistar;7.99;NETFLIX.COM;NETFLIX;12/6/2024
985517395;CLARO;15.13;Amazon Prime;AMAZON;25/3/2024
995566033;Movistar;6.99;WWW.MUBI.COM;UBER;2/2/2024
958931597;Movistar;73.66;AUTOHYUN;AMAZON;16/8/2024
999004870;CLARO;2.17;UBER * PENDING;UBER;22/6/2024
939397617;CLARO;11.14;OF;MICROSOFT;21/1/2024
999976048;Movistar;1193.15;eBay O*08-10935-755;FACEBOOK;14/7/2024
978849907;Movistar;;;;22/6/2024
992745410;CLARO;3.88;UBR* PENDING.UBER.C;UBER;6/4/2024
999772109;Movistar;2.50;UBR* PENDING.UBER.C;UBER;27/8/2024
992350582;CLARO;150.00;ST LIFE;HOSTGATOR;25/4/2024
996300410;Movistar;60.00;UBER *CASH;UBER;28/3/2024
958881498;CLARO;100.49;FYBECA;UBER;22/4/2024
987010028;Movistar;302.72;PHARMA DELIVERY;ZARA;8/7/2024
999736658;CLARO;23.05;UBER *TRIP;UBER;7/8/2024
958881498;CLARO;;;;12/6/2024
994351399;CLARO;5.33;UBER *TRIP;UBER;6/5/2024
995061342;Movistar;3.63;UBR* PENDING.UBER.C;UBER;16/7/2024
987278265;Movistar;171.80;TECH MXN;GITHUB;4/1/2024
987058612;Movistar;27.70;WDW LIGHTNING/GENIE;LinkedIn;18/6/2024
997756095;CLARO;51.22;ESTACION DE SERVICI;ADOBE;5/8/2024
997756095;CLARO;;;;6/2/2024
997837565;CLARO;185.54;BR FACTORY.COM 2624;UBER;21/5/2024
984815892;CLARO;2.68;UBR* PENDING.UBER.C;UBER;2/8/2024
992943866;Movistar;7.19;GOOGLE *YouTube;GOOGLE;1/5/2024
998298774;CLARO;2.74;UBER *TRIP;UBER;14/8/2024
989225300;CLARO;13.98;NETFLIX.COM;NETFLIX;10/8/2024
993172873;Movistar;9.99;Spotify P27FB5663F;Spotify;17/2/2024
992840010;Movistar;81.42;FRECUENTO S A FREQU;ZARA;2/2/2024
939706487;CLARO;180.00;DR.LEONEL MORALES;APPLE;17/3/2024
984628960;Movistar;244.21;AIRBNB * HMTEETD2QC;AIRBNB;16/3/2024
996522677;CNT;98.00;AROS Y LLANTAS JVC;PAYPAL;21/5/2024
997078033;Movistar;107.93;COOKIESKIDS.COM;GOOGLE;22/7/2024
996024598;CLARO;1926.05;TITAN CUENCA LOCAL ;CANVA;27/7/2024
984093558;CLARO;14.07;UBER *TRIP;UBER;25/4/2024
979982128;CLARO;5.60;OF;MICROSOFT;23/5/2024
993020207;Movistar;120.00;ST LIFE;HOSTGATOR;9/7/2024
981849953;CLARO;71.00;CARDIOLOGICO DEL AU;ADOBE;23/2/2024
992628911;Movistar;;;;5/6/2024
983393407;Movistar;787.90;Munamunay Sas;STARPLUS;28/4/2024
995133157;CLARO;2.28;UBR* PENDING.UBER.C;UBER;19/4/2024
982484166;CLARO;7.85;UBR* PENDING.UBER.C;UBER;26/6/2024
999864344;Movistar;6.13;UBER *TRIP;UBER;12/3/2024
983657443;CLARO;4.54;UBER* PENDING;UBER;10/8/2024
998139485;CLARO;1.45;FACEBK DJ9CXWPBS2;FACEBOOK;8/7/2024
997244090;CLARO;22.99;THE EVENT COMPANY L;GOOGLE;16/2/2024
995316163;Movistar;3.57;UBER *TRIP;UBER;13/7/2024
991844153;CLARO;183.89;LUX VALLE DE LOS CH;MICROSOFT;28/8/2024
999593513;CLARO;2.11;UBER * PENDING;UBER;6/2/2024
996804005;CLARO;800.00;eToro Seychelles;HOSTGATOR;10/6/2024
969900877;CLARO;53.82;FULLCARGA*DEPOSITO ;ZARA;20/3/2024
987234727;Movistar;;;;29/6/2024
987191902;CLARO;;;;2/2/2024
997276339;CLARO;10.99;NETFLIX.COM;NETFLIX;12/6/2024
999212158;Movistar;10.99;NETFLIX.COM;NETFLIX;27/2/2024
999899653;CLARO;10.99;NETFLIX.COM;NETFLIX;18/5/2024
978662325;Movistar;150.00; Mall de los an;CANVA;17/8/2024
987737326;CLARO;;;;18/4/2024
992626874;CLARO;1855.49;TIPTI1 PMZ;AMAZON;19/4/2024
969027210;Movistar;2.26;UBER * PENDING;UBER;21/7/2024
989879661;Movistar;4.84;UBER * PENDING;UBER;4/6/2024
991611089;CLARO;3.72;UBR* PENDING.UBER.C;UBER;1/4/2024
998240767;Movistar;11.12;UB *EATS ECUADOR;UBER;12/1/2024
959098299;CLARO;4.75;UBR* PENDING.UBER.C;UBER;19/6/2024
959255843;CLARO;;;;30/1/2024
984630257;CLARO;446.50;PALACE ELITE ADPS;APPLE;17/6/2024
999447084;CLARO;10.99;NETFLIX.COM;NETFLIX;31/5/2024
999811750;CLARO;6.49;Spotify P27FB5937A;Spotify;9/8/2024
987922529;CNT;30.00;FACEBK RXJNGXPAP2;FACEBOOK;14/5/2024
997864892;CLARO;7.99;NETFLIX.COM;NETFLIX;22/6/2024
967857673;CLARO;6.99;WWW.F1.COM;ZOOM;3/2/2024
995201934;Movistar;6.49;Spotify P27FB59B65;Spotify;2/8/2024
967968765;CLARO;;;;30/3/2024
987835853;CLARO;3.34;UBR* PENDING.UBER.C;UBER;23/7/2024
989221496;Movistar;2.22;UBER * PENDING;UBER;13/1/2024
998059709;CLARO;4.01;UBER * PENDING;UBER;14/5/2024
987553757;Movistar;69.58;FYBECA;UBER;30/3/2024
981126368;CLARO;93.22;ESTACION DE SERVICI;ADOBE;27/3/2024
984452403;CLARO;71.11;SUPER SANTAMARIA SA;ZARA;5/1/2024
996687493;CLARO;3491.66;IBERIA;UBER;21/5/2024
995280188;CLARO;11.75;UBR* PENDING.UBER.C;UBER;6/6/2024
980440211;CLARO;5.33;UBER *TRIP HELP.UBE;UBER;10/8/2024
990468844;CLARO;10.99;NETFLIX.COM;NETFLIX;12/2/2024
999565440;CLARO;59.00;SUPERTICKETS PGX;UBER;23/1/2024
985309880;Movistar;1820.74;IESS ROTATIVO WEB V;CANVA;19/8/2024
960431459;CNT;;;;15/5/2024
999487449;CLARO;2.03;UBR* PENDING.UBER.C;UBER;22/3/2024
999486066;CLARO;170.67;City Sightseeing Lt;PAYPAL;20/3/2024
993061634;Movistar;530.00;DIADEM SPORTS LLC;Spotify;2/2/2024
995718056;CLARO;229.50;BMI SERVICES INC;MICROSOFT;16/4/2024
984583981;Movistar;820.47;COLEGIO BECQUEREL;UBER;29/4/2024
995834805;Movistar;440.16;STAR INGENIERIA AUT;STARPLUS;26/8/2024
997585175;CNT;92.45;CNT INTERNET;NETFLIX;21/5/2024
985363166;Movistar;2.99;APPLE.COM/BILL;APPLE;25/2/2024
983798757;Movistar;7.99;NETFLIX.COM;NETFLIX;25/7/2024
961666667;CNT;10.99;NETFLIX.COM;NETFLIX;19/5/2024
999800777;CNT;0.99;APPLE.COM/BILL;APPLE;28/4/2024
987788708;CLARO;102.58;FOCO ALUGUEL DE CAR;MICROSOFT;18/5/2024
994054574;CNT;231.50;TIENDA DE ROPA PLOP;ADOBE;22/8/2024
999720867;CLARO;54.84;ESTACION DE SERVICI;ADOBE;15/4/2024
995013852;CLARO;;;;10/5/2024
986215977;CLARO;;;;12/1/2024
996721491;CLARO;2.04;UBR* PENDING.UBER.C;UBER;30/6/2024
998338084;Movistar;1.73;UBR* PENDING.UBER.C;UBER;19/4/2024
939961043;CLARO;500.00; Mall del Norte;ADOBE;20/4/2024
983456940;CLARO;3.61;UBR* PENDING.UBER.C;UBER;6/1/2024
997619247;CLARO;3.22;UBER * PENDING;UBER;10/4/2024
995682452;Movistar;2.29;UBER *TRIP;UBER;18/4/2024
992929745;Movistar;98.82;BMI SERVICES INC;MICROSOFT;15/8/2024
999086144;Movistar;148.80;MEDICITY BI PMZ;AMAZON;20/8/2024
991844153;CLARO;183.89;LUX VALLE DE LOS CH;MICROSOFT;25/4/2024
984069106;CLARO;10.99;NETFLIX.COM;NETFLIX;9/5/2024
984679953;Movistar;9.97;Hotmart MEMBRESA AT;HOSTGATOR;14/6/2024
999580948;CLARO;10.99;NETFLIX.COM;NETFLIX;23/4/2024
996458783;CLARO;78.50;KAUFLAND DUESSELDOR;UBER;19/3/2024
995684167;Movistar;61.60;MERCADONA O SEI;ADOBE;1/1/2024
995872997;CLARO;1.94;UBER * PENDING;UBER;2/2/2024
999213616;CLARO;271.57;IATA LATAM AIRLINES;AIRBNB;31/7/2024
983192880;Movistar;2.92;UBR* PENDING.UBER.C;UBER;1/6/2024
999458453;CLARO;0.99;APPLE.COM/BILL;APPLE;27/8/2024
992514666;Movistar;2.25;UBER *TRIP;UBER;15/5/2024
993557269;CLARO;144.81;ATIMASA E/S SERVISA;UBER;26/7/2024
998564063;CLARO;74.59;METROAMBULAT;ZARA;25/7/2024
987594171;Movistar;2.99;APPLE.COM/BILL;APPLE;15/6/2024
987593685;CLARO;2.17;UBER *TRIP HELP.UBE;UBER;8/7/2024
999029260;Movistar;173.59;ST LIFE;HOSTGATOR;27/6/2024
995711942;Movistar;2.34;UBER * PENDING;UBER;16/1/2024
999029260;Movistar;250.00;ST LIFE;HOSTGATOR;25/8/2024
998515220;CLARO;6.42;UBR* PENDING.UBER.C;UBER;5/1/2024
991032989;CLARO;10.99;NETFLIX.COM;NETFLIX;25/8/2024
995689772;Movistar;2.49;Google Melsoft;GOOGLE;17/5/2024
994458740;CLARO;7.99;NETFLIX.COM;NETFLIX;2/7/2024
998189224;CNT;0.49;GOOGLE *Google Stor;GOOGLE;14/2/2024
984455562;Movistar;590.32;UNIVERSIDAD CATOLIC;UBER;5/7/2024
983595982;CLARO;131.98;WWW SASCHAFITNESS E;UBER;11/6/2024
997479588;CLARO;168.75;COPOL ENGLISH INSTI;GOOGLE;9/1/2024
997707072;Movistar;127.64;SUPERMAXI CUMBAYA L;GOOGLE;10/4/2024
939987683;CLARO;;;;29/7/2024
987262920;Movistar;;;;7/6/2024
958926318;Movistar;150.00;ST LIFE;HOSTGATOR;19/6/2024
961239000;Movistar;3.22;UBER *TRIP;UBER;18/1/2024
963525250;Movistar;9.99;Spotify P27FB5E8C0;Spotify;5/5/2024
